TITLE="4SB_DE.dat"
VARIABLES= "Density" "dY" "Height" "0.32" "0.5639" "0.6027" "0.6617" "0.7242" "0.7653" "0.8108" "0.8348" "1.1732" "1.3325" 
ZONE T="3D Data" I=8 J=8 K=3 F=POINT
0.00000000 0.00000000 0.00000000 0.00018077 0.00011641 0.00011082 0.00010364 0.00009720 0.00009351 0.00008989 0.00008809 0.00007023 0.00006460 
0.00000000 3.50000000 0.00000000 0.00017894 0.00011521 0.00010967 0.00010257 0.00009618 0.00009254 0.00008895 0.00008717 0.00006950 0.00006392 
0.00000000 7.00000000 0.00000000 0.00017330 0.00011156 0.00010619 0.00009930 0.00009312 0.00008958 0.00008610 0.00008438 0.00006726 0.00006187 
0.00000000 10.50000000 0.00000000 0.00016345 0.00010517 0.00010009 0.00009359 0.00008774 0.00008440 0.00008112 0.00007949 0.00006333 0.00005825 
0.00000000 14.00000000 0.00000000 0.00014840 0.00009537 0.00009075 0.00008483 0.00007950 0.00007646 0.00007347 0.00007199 0.00005732 0.00005273 
0.00000000 17.50000000 0.00000000 0.00012658 0.00008127 0.00007733 0.00007227 0.00006773 0.00006513 0.00006258 0.00006133 0.00004889 0.00004501 
0.00000000 21.00000000 0.00000000 0.00009945 0.00006389 0.00006081 0.00005685 0.00005331 0.00005128 0.00004930 0.00004832 0.00003870 0.00003573 
0.00000000 24.50000000 0.00000000 0.00007118 0.00004581 0.00004363 0.00004084 0.00003834 0.00003692 0.00003554 0.00003485 0.00002821 0.00002618 
0.25000000 0.00000000 0.00000000 0.00010785 0.00007723 0.00007435 0.00007061 0.00006716 0.00006517 0.00006320 0.00006220 0.00005200 0.00004860 
0.25000000 3.50000000 0.00000000 0.00010704 0.00007661 0.00007374 0.00007002 0.00006661 0.00006463 0.00006266 0.00006167 0.00005154 0.00004817 
0.25000000 7.00000000 0.00000000 0.00010454 0.00007469 0.00007188 0.00006824 0.00006489 0.00006295 0.00006102 0.00006006 0.00005014 0.00004685 
0.25000000 10.50000000 0.00000000 0.00010006 0.00007126 0.00006856 0.00006504 0.00006182 0.00005994 0.00005809 0.00005716 0.00004763 0.00004449 
0.25000000 14.00000000 0.00000000 0.00009280 0.00006574 0.00006319 0.00005989 0.00005687 0.00005512 0.00005338 0.00005251 0.00004363 0.00004073 
0.25000000 17.50000000 0.00000000 0.00008102 0.00005707 0.00005482 0.00005192 0.00004925 0.00004771 0.00004619 0.00004543 0.00003770 0.00003520 
0.25000000 21.00000000 0.00000000 0.00006513 0.00004570 0.00004389 0.00004155 0.00003941 0.00003818 0.00003696 0.00003635 0.00003024 0.00002828 
0.25000000 24.50000000 0.00000000 0.00004766 0.00003337 0.00003206 0.00003036 0.00002882 0.00002792 0.00002705 0.00002662 0.00002232 0.00002096 
0.50000000 0.00000000 0.00000000 0.00007336 0.00005567 0.00005395 0.00005172 0.00004964 0.00004843 0.00004723 0.00004662 0.00004024 0.00003805 
0.50000000 3.50000000 0.00000000 0.00007290 0.00005529 0.00005358 0.00005135 0.00004929 0.00004808 0.00004689 0.00004628 0.00003993 0.00003776 
0.50000000 7.00000000 0.00000000 0.00007147 0.00005412 0.00005244 0.00005024 0.00004820 0.00004702 0.00004584 0.00004524 0.00003899 0.00003685 
0.50000000 10.50000000 0.00000000 0.00006891 0.00005202 0.00005038 0.00004824 0.00004625 0.00004509 0.00004394 0.00004336 0.00003728 0.00003521 
0.50000000 14.00000000 0.00000000 0.00006468 0.00004852 0.00004695 0.00004490 0.00004300 0.00004189 0.00004079 0.00004024 0.00003446 0.00003252 
0.50000000 17.50000000 0.00000000 0.00005724 0.00004266 0.00004124 0.00003939 0.00003768 0.00003669 0.00003570 0.00003520 0.00003008 0.00002837 
0.50000000 21.00000000 0.00000000 0.00004664 0.00003459 0.00003342 0.00003191 0.00003051 0.00002969 0.00002889 0.00002848 0.00002436 0.00002301 
0.50000000 24.50000000 0.00000000 0.00003459 0.00002557 0.00002471 0.00002359 0.00002256 0.00002197 0.00002138 0.00002109 0.00001816 0.00001722 
0.75000000 0.00000000 0.00000000 0.00005477 0.00004282 0.00004166 0.00004015 0.00003875 0.00003793 0.00003711 0.00003670 0.00003235 0.00003083 
0.75000000 3.50000000 0.00000000 0.00005445 0.00004255 0.00004140 0.00003990 0.00003849 0.00003768 0.00003687 0.00003646 0.00003213 0.00003062 
0.75000000 7.00000000 0.00000000 0.00005345 0.00004174 0.00004060 0.00003912 0.00003774 0.00003693 0.00003613 0.00003572 0.00003145 0.00002996 
0.75000000 10.50000000 0.00000000 0.00005169 0.00004028 0.00003916 0.00003771 0.00003636 0.00003557 0.00003478 0.00003439 0.00003020 0.00002875 
0.75000000 14.00000000 0.00000000 0.00004880 0.00003783 0.00003675 0.00003534 0.00003404 0.00003328 0.00003252 0.00003213 0.00002810 0.00002672 
0.75000000 17.50000000 0.00000000 0.00004351 0.00003352 0.00003253 0.00003126 0.00003007 0.00002937 0.00002868 0.00002833 0.00002470 0.00002348 
0.75000000 21.00000000 0.00000000 0.00003572 0.00002740 0.00002658 0.00002552 0.00002453 0.00002396 0.00002339 0.00002310 0.00002016 0.00001918 
